SALESORDERID,HISTORY_CREATEDBY_EMPLOYEEID,HISTORY_CREATEDAT,HISTORY_CHANGEDBY_EMPLOYEEID,HISTORY_CHANGEDAT,PARTNER_PARTNERID,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS,HEADER_SALESORDERID,PRODUCT_PRODUCTID,NOTEID,CURRENCY,ITEMATPSTATUS,OPITEMPOS,QUANTITYUNIT,DELIVERYDATE,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY
500000187,28,7/6/2016,15,7/20/2015,100000031,P,P,I,500000187,HT-1000,,EUR,I,,EA,12/4/2015,2275.28,1912,363.28,2
500000187,28,7/6/2016,15,7/20/2015,100000031,P,P,I,500000187,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000188,12,7/7/2016,18,7/21/2015,100000032,P,I,D,500000188,HT-1070,,ARS,I,,EA,12/4/2015,84.37,70.9,13.47,1
500000188,12,7/7/2016,18,7/21/2015,100000032,P,I,D,500000188,HT-1071,,ZAR,I,,EA,12/4/2015,291.67,245.1,46.57,3
500000189,23,7/8/2016,2,7/22/2015,100000032,N,I,I,500000189,HT-1040,,EUR,I,,EA,12/4/2015,987.7,830,157.7,1
500000189,23,7/8/2016,2,7/22/2015,100000032,N,I,I,500000189,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000190,11,7/9/2016,14,7/23/2015,100000033,P,I,I,500000190,HT-1113,,EUR,I,,EA,12/4/2015,8.21,6.9,1.31,3
500000190,11,7/9/2016,14,7/23/2015,100000033,P,I,I,500000190,HT-1114,,USD,I,,EA,12/4/2015,164.22,138,26.22,2
500000191,8,7/10/2016,7,7/24/2015,100000035,C,P,D,500000191,HT-1117,,EUR,I,,EA,12/4/2015,90.44,76,14.44,2
500000191,8,7/10/2016,7,7/24/2015,100000035,C,P,D,500000191,HT-1118,,ARS,I,,EA,12/4/2015,94.01,79,15.01,1
500000192,22,7/11/2016,21,7/25/2015,100000030,P,P,D,500000192,HT-1100,,USD,I,,EA,12/4/2015,106.98,89.9,17.08,1
500000192,22,7/11/2016,21,7/25/2015,100000030,P,P,D,500000192,HT-1107,,ARS,I,,EA,12/4/2015,71.16,59.8,11.36,2
500000193,2,7/12/2016,13,7/26/2015,100000031,X,I,I,500000193,HT-1100,,USD,I,,EA,12/4/2015,320.94,269.7,51.24,3
500000193,2,7/12/2016,13,7/26/2015,100000031,X,I,I,500000193,HT-1101,,EUR,I,,EA,12/4/2015,285.24,239.7,45.54,3
500000194,24,7/13/2016,21,7/27/2015,100000027,C,P,D,500000194,HT-1070,,ARS,I,,EA,12/4/2015,253.11,212.7,40.41,3
500000194,24,7/13/2016,21,7/27/2015,100000027,C,P,D,500000194,HT-1071,,ZAR,I,,EA,12/4/2015,97.22,81.7,15.52,1
500000195,27,7/14/2016,1,7/28/2015,100000028,N,I,I,500000195,HT-1210,,EUR,I,,EA,12/4/2015,5709.62,4798,911.62,2
500000195,27,7/14/2016,1,7/28/2015,100000028,N,I,I,500000195,HT-1500,,EUR,I,,EA,12/4/2015,11900,10000,1900,2
500000196,8,7/15/2016,6,7/29/2015,100000030,C,P,D,500000196,HT-1063,,BRL,I,,EA,12/4/2015,33.32,28,5.32,2
500000196,8,7/15/2016,6,7/29/2015,100000030,C,P,D,500000196,HT-1064,,CAD,I,,EA,12/4/2015,19.04,16,3.04,1
500000197,21,7/16/2016,30,7/30/2015,100000033,X,I,I,500000197,HT-1102,,USD,I,,EA,12/4/2015,246.33,207,39.33,3
500000197,21,7/16/2016,30,7/30/2015,100000033,X,I,I,500000197,HT-1103,,EUR,I,,EA,12/4/2015,274.89,231,43.89,3
500000198,9,7/17/2016,25,7/31/2015,100000032,P,P,I,500000198,HT-1104,,JPY,I,,EA,12/4/2015,196.35,165,31.35,3
500000198,9,7/17/2016,25,7/31/2015,100000032,P,P,I,500000198,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000199,2,7/18/2016,20,8/1/2015,100000031,X,I,I,500000199,HT-1116,,MXN,I,,EA,12/4/2015,128.52,108,20.52,3
500000199,2,7/18/2016,20,8/1/2015,100000031,X,I,I,500000199,HT-1117,,EUR,I,,EA,12/4/2015,135.66,114,21.66,3
500000200,11,7/19/2016,10,8/2/2015,100000044,N,I,I,500000200,HT-1000,,EUR,I,,EA,12/4/2015,1137.64,956,181.64,1
500000200,11,7/19/2016,10,8/2/2015,100000044,N,I,I,500000200,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000201,25,7/20/2016,32,8/3/2015,100000036,N,I,I,500000201,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000201,25,7/20/2016,32,8/3/2015,100000036,N,I,I,500000201,HT-1031,,GBP,I,,EA,12/4/2015,339.15,285,54.15,1
500000202,2,7/21/2016,17,8/4/2015,100000038,X,I,I,500000202,HT-1040,,EUR,I,,EA,12/4/2015,2963.1,2490,473.1,3
500000202,2,7/21/2016,17,8/4/2015,100000038,X,I,I,500000202,HT-1041,,ARS,I,,EA,12/4/2015,583.1,490,93.1,1
500000203,7,7/22/2016,4,8/5/2015,100000037,C,P,D,500000203,HT-1073,,EUR,I,,EA,12/4/2015,85.68,72,13.68,3
500000203,7,7/22/2016,4,8/5/2015,100000037,C,P,D,500000203,HT-1080,,INR,I,,EA,12/4/2015,182.07,153,29.07,3
500000204,26,7/23/2016,1,8/6/2015,100000037,P,P,I,500000204,HT-1100,,USD,I,,EA,12/4/2015,213.96,179.8,34.16,2
500000204,26,7/23/2016,1,8/6/2015,100000037,P,P,I,500000204,HT-1101,,EUR,I,,EA,12/4/2015,95.08,79.9,15.18,1
500000205,4,7/24/2016,18,8/7/2015,100000042,C,P,D,500000205,HT-1500,,EUR,I,,EA,12/4/2015,5950,5000,950,1
500000205,4,7/24/2016,18,8/7/2015,100000042,C,P,D,500000205,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000206,6,7/25/2016,13,8/8/2015,100000044,C,P,D,500000206,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000206,6,7/25/2016,13,8/8/2015,100000044,C,P,D,500000206,HT-1106,,MXN,I,,EA,12/4/2015,40.46,34,6.46,1
500000207,7,7/26/2016,10,8/9/2015,100000041,P,P,I,500000207,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000207,7,7/26/2016,10,8/9/2015,100000041,P,P,I,500000207,HT-1031,,GBP,I,,EA,12/4/2015,1017.45,855,162.45,3
500000208,15,7/27/2016,10,8/10/2015,100000043,P,I,I,500000208,HT-1060,,EUR,I,,EA,12/4/2015,21.42,18,3.42,2
500000208,15,7/27/2016,10,8/10/2015,100000043,P,I,I,500000208,HT-1061,,EUR,I,,EA,12/4/2015,16.66,14,2.66,2
500000209,24,7/28/2016,5,8/11/2015,100000044,C,P,D,500000209,HT-1040,,EUR,I,,EA,12/4/2015,1975.4,1660,315.4,2
500000209,24,7/28/2016,5,8/11/2015,100000044,C,P,D,500000209,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000210,21,7/29/2016,3,8/12/2015,100000036,C,P,D,500000210,HT-1070,,ARS,I,,EA,12/4/2015,168.74,141.8,26.94,2
500000210,21,7/29/2016,3,8/12/2015,100000036,C,P,D,500000210,HT-1071,,ZAR,I,,EA,12/4/2015,194.45,163.4,31.05,2
500000211,2,7/30/2016,26,8/13/2015,100000041,X,I,I,500000211,HT-1104,,JPY,I,,EA,12/4/2015,65.45,55,10.45,1
500000211,2,7/30/2016,26,8/13/2015,100000041,X,I,I,500000211,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000212,22,7/31/2016,18,8/14/2015,100000038,C,P,D,500000212,HT-1000,,EUR,I,,EA,12/4/2015,2275.28,1912,363.28,2
500000212,22,7/31/2016,18,8/14/2015,100000038,C,P,D,500000212,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000213,1,8/1/2016,10,8/15/2015,100000037,P,I,I,500000213,HT-1022,,ARS,I,,EA,12/4/2015,243.95,205,38.95,1
500000213,1,8/1/2016,10,8/15/2015,100000037,P,I,I,500000213,HT-1023,,USD,I,,EA,12/4/2015,853.23,717,136.23,3
500000214,24,8/2/2016,31,8/16/2015,100000037,P,P,D,500000214,HT-1040,,EUR,I,,EA,12/4/2015,987.7,830,157.7,1
500000214,24,8/2/2016,31,8/16/2015,100000037,P,P,D,500000214,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000215,3,8/3/2016,1,8/17/2015,100000042,X,I,I,500000215,HT-1055,,EUR,I,,EA,12/4/2015,353.43,297,56.43,3
500000215,3,8/3/2016,1,8/17/2015,100000042,X,I,I,500000215,HT-1056,,JPY,I,,EA,12/4/2015,283.22,238,45.22,2
500000216,24,8/4/2016,21,8/18/2015,100000041,N,I,I,500000216,HT-1067,,EUR,I,,EA,12/4/2015,8.33,7,1.33,2
500000216,24,8/4/2016,21,8/18/2015,100000041,N,I,I,500000216,HT-1068,,USD,I,,EA,12/4/2015,4.17,3.5,0.67,1
500000217,3,8/5/2016,8,8/19/2015,100000038,X,I,I,500000217,HT-1100,,USD,I,,EA,12/4/2015,106.98,89.9,17.08,1
500000217,3,8/5/2016,8,8/19/2015,100000038,X,I,I,500000217,HT-1107,,ARS,I,,EA,12/4/2015,71.16,59.8,11.36,2
500000218,21,8/6/2016,16,8/20/2015,100000036,N,I,I,500000218,HT-1100,,USD,I,,EA,12/4/2015,320.94,269.7,51.24,3
500000218,21,8/6/2016,16,8/20/2015,100000036,N,I,I,500000218,HT-1101,,EUR,I,,EA,12/4/2015,285.24,239.7,45.54,3
500000219,13,8/7/2016,15,8/21/2015,100000043,P,I,I,500000219,HT-1070,,ARS,I,,EA,12/4/2015,253.11,212.7,40.41,3
500000219,13,8/7/2016,15,8/21/2015,100000043,P,I,I,500000219,HT-1071,,ZAR,I,,EA,12/4/2015,97.22,81.7,15.52,1
500000220,15,8/8/2016,20,8/22/2015,100000044,P,I,I,500000220,HT-1082,,ARS,I,,EA,12/4/2015,402.22,338,64.22,2
500000220,15,8/8/2016,20,8/22/2015,100000044,P,I,I,500000220,HT-1083,,CNY,I,,EA,12/4/2015,1237.6,1040,197.6,2
500000221,18,8/9/2016,18,8/23/2015,100000036,N,I,I,500000221,HT-1113,,EUR,I,,EA,12/4/2015,5.47,4.6,0.87,2
500000221,18,8/9/2016,18,8/23/2015,100000036,N,I,I,500000221,HT-1114,,USD,I,,EA,12/4/2015,82.11,69,13.11,1
500000222,30,8/10/2016,28,8/24/2015,100000037,X,I,I,500000222,HT-1102,,USD,I,,EA,12/4/2015,246.33,207,39.33,3
500000222,30,8/10/2016,28,8/24/2015,100000037,X,I,I,500000222,HT-1103,,EUR,I,,EA,12/4/2015,274.89,231,43.89,3
500000223,13,8/11/2016,27,8/25/2015,100000042,N,I,I,500000223,HT-1104,,JPY,I,,EA,12/4/2015,196.35,165,31.35,3
500000223,13,8/11/2016,27,8/25/2015,100000042,N,I,I,500000223,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000224,21,8/12/2016,2,8/26/2015,100000038,C,P,D,500000224,HT-1116,,MXN,I,,EA,12/4/2015,128.52,108,20.52,3
500000224,21,8/12/2016,2,8/26/2015,100000038,C,P,D,500000224,HT-1117,,EUR,I,,EA,12/4/2015,135.66,114,21.66,3
500000225,3,8/13/2016,6,8/27/2015,100000044,X,I,I,500000225,HT-1000,,EUR,I,,EA,12/4/2015,1137.64,956,181.64,1
500000225,3,8/13/2016,6,8/27/2015,100000044,X,I,I,500000225,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000226,17,8/14/2016,24,8/28/2015,100000044,N,I,I,500000226,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000226,17,8/14/2016,24,8/28/2015,100000044,N,I,I,500000226,HT-1031,,GBP,I,,EA,12/4/2015,339.15,285,54.15,1
500000227,21,8/15/2016,33,8/29/2015,100000044,X,I,I,500000227,HT-1040,,EUR,I,,EA,12/4/2015,2963.1,2490,473.1,3
500000227,21,8/15/2016,33,8/29/2015,100000044,X,I,I,500000227,HT-1041,,ARS,I,,EA,12/4/2015,583.1,490,93.1,1
500000228,23,8/16/2016,12,8/30/2015,100000042,C,P,D,500000228,HT-1073,,EUR,I,,EA,12/4/2015,85.68,72,13.68,3
500000228,23,8/16/2016,12,8/30/2015,100000042,C,P,D,500000228,HT-1080,,INR,I,,EA,12/4/2015,182.07,153,29.07,3
500000229,30,8/17/2016,23,8/31/2015,100000041,N,I,I,500000229,HT-1100,,USD,I,,EA,12/4/2015,213.96,179.8,34.16,2
500000229,30,8/17/2016,23,8/31/2015,100000041,N,I,I,500000229,HT-1101,,EUR,I,,EA,12/4/2015,95.08,79.9,15.18,1
500000230,24,8/18/2016,11,9/1/2015,100000037,X,I,I,500000230,HT-1500,,EUR,I,,EA,12/4/2015,5950,5000,950,1
500000230,24,8/18/2016,11,9/1/2015,100000037,X,I,I,500000230,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000231,19,8/19/2016,29,9/2/2015,100000041,N,I,I,500000231,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000231,19,8/19/2016,29,9/2/2015,100000041,N,I,I,500000231,HT-1106,,MXN,I,,EA,12/4/2015,40.46,34,6.46,1
500000232,3,8/20/2016,26,9/3/2015,100000037,N,I,I,500000232,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000232,3,8/20/2016,26,9/3/2015,100000037,N,I,I,500000232,HT-1031,,GBP,I,,EA,12/4/2015,1017.45,855,162.45,3
500000233,31,8/21/2016,3,9/4/2015,100000043,C,P,D,500000233,HT-1060,,EUR,I,,EA,12/4/2015,21.42,18,3.42,2
500000233,31,8/21/2016,3,9/4/2015,100000043,C,P,D,500000233,HT-1061,,EUR,I,,EA,12/4/2015,16.66,14,2.66,2
500000234,3,8/22/2016,21,9/5/2015,100000044,X,I,I,500000234,HT-1500,,EUR,I,,EA,12/4/2015,11900,10000,1900,2
500000234,3,8/22/2016,21,9/5/2015,100000044,X,I,I,500000234,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000235,1,8/23/2016,16,9/6/2015,100000036,N,I,I,500000235,HT-1085,,DKK,I,,EA,12/4/2015,3567.62,2998,569.62,2
500000235,1,8/23/2016,16,9/6/2015,100000036,N,I,I,500000235,HT-1090,,EUR,I,,EA,12/4/2015,92.82,78,14.82,2
500000236,32,8/24/2016,18,9/7/2015,100000044,N,I,I,500000236,HT-1104,,JPY,I,,EA,12/4/2015,65.45,55,10.45,1
500000236,32,8/24/2016,18,9/7/2015,100000044,N,I,I,500000236,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000237,30,8/25/2016,12,9/8/2015,100000038,C,P,D,500000237,HT-1000,,EUR,I,,EA,12/4/2015,2275.28,1912,363.28,2
500000237,30,8/25/2016,12,9/8/2015,100000038,C,P,D,500000237,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000238,7,8/26/2016,4,9/9/2015,100000037,P,P,I,500000238,HT-1070,,ARS,I,,EA,12/4/2015,84.37,70.9,13.47,1
500000238,7,8/26/2016,4,9/9/2015,100000037,P,P,I,500000238,HT-1071,,ZAR,I,,EA,12/4/2015,291.67,245.1,46.57,3
500000239,12,8/27/2016,24,9/10/2015,100000037,P,I,D,500000239,HT-1040,,EUR,I,,EA,12/4/2015,987.7,830,157.7,1
500000239,12,8/27/2016,24,9/10/2015,100000037,P,I,D,500000239,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000240,23,8/28/2016,14,9/11/2015,100000042,X,I,I,500000240,HT-1113,,EUR,I,,EA,12/4/2015,8.21,6.9,1.31,3
500000240,23,8/28/2016,14,9/11/2015,100000042,X,I,I,500000240,HT-1114,,USD,I,,EA,12/4/2015,164.22,138,26.22,2
500000241,17,8/29/2016,30,9/12/2015,100000041,P,I,D,500000241,HT-1117,,EUR,I,,EA,12/4/2015,90.44,76,14.44,2
500000241,17,8/29/2016,30,9/12/2015,100000041,P,I,D,500000241,HT-1118,,ARS,I,,EA,12/4/2015,94.01,79,15.01,1
500000242,31,8/30/2016,14,9/13/2015,100000036,N,I,I,500000242,HT-1100,,USD,I,,EA,12/4/2015,106.98,89.9,17.08,1
500000242,31,8/30/2016,14,9/13/2015,100000036,N,I,I,500000242,HT-1107,,ARS,I,,EA,12/4/2015,71.16,59.8,11.36,2
500000243,3,8/31/2016,30,9/14/2015,100000038,X,I,I,500000243,HT-1100,,USD,I,,EA,12/4/2015,320.94,269.7,51.24,3
500000243,3,8/31/2016,30,9/14/2015,100000038,X,I,I,500000243,HT-1101,,EUR,I,,EA,12/4/2015,285.24,239.7,45.54,3
500000244,17,9/1/2016,22,9/15/2015,100000043,X,I,I,500000244,HT-1070,,ARS,I,,EA,12/4/2015,253.11,212.7,40.41,3
500000244,17,9/1/2016,22,9/15/2015,100000043,X,I,I,500000244,HT-1071,,ZAR,I,,EA,12/4/2015,97.22,81.7,15.52,1
500000245,17,9/2/2016,6,9/16/2015,100000044,X,I,I,500000245,HT-1210,,EUR,I,,EA,12/4/2015,5709.62,4798,911.62,2
500000245,17,9/2/2016,6,9/16/2015,100000044,X,I,I,500000245,HT-1500,,EUR,I,,EA,12/4/2015,11900,10000,1900,2
500000246,26,9/3/2016,8,9/17/2015,100000036,N,I,I,500000246,HT-1063,,BRL,I,,EA,12/4/2015,33.32,28,5.32,2
500000246,26,9/3/2016,8,9/17/2015,100000036,N,I,I,500000246,HT-1064,,CAD,I,,EA,12/4/2015,19.04,16,3.04,1
500000247,30,9/4/2016,6,9/18/2015,100000042,P,I,D,500000247,HT-1102,,USD,I,,EA,12/4/2015,246.33,207,39.33,3
500000247,30,9/4/2016,6,9/18/2015,100000042,P,I,D,500000247,HT-1103,,EUR,I,,EA,12/4/2015,274.89,231,43.89,3
500000248,19,9/5/2016,14,9/19/2015,100000037,X,I,I,500000248,HT-1104,,JPY,I,,EA,12/4/2015,196.35,165,31.35,3
500000248,19,9/5/2016,14,9/19/2015,100000037,X,I,I,500000248,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000249,28,9/6/2016,6,9/20/2015,100000038,C,P,D,500000249,HT-1116,,MXN,I,,EA,12/4/2015,128.52,108,20.52,3
500000249,28,9/6/2016,6,9/20/2015,100000038,C,P,D,500000249,HT-1117,,EUR,I,,EA,12/4/2015,135.66,114,21.66,3
500000250,9,9/7/2016,3,9/21/2015,100000000,N,I,I,500000250,HT-1000,,EUR,I,,EA,12/4/2015,1137.64,956,181.64,1
500000250,9,9/7/2016,3,9/21/2015,100000000,N,I,I,500000250,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000251,15,9/8/2016,19,9/22/2015,100000002,C,P,D,500000251,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000251,15,9/8/2016,19,9/22/2015,100000002,C,P,D,500000251,HT-1031,,GBP,I,,EA,12/4/2015,339.15,285,54.15,1
500000252,17,9/9/2016,10,9/23/2015,100000005,N,I,I,500000252,HT-1040,,EUR,I,,EA,12/4/2015,2963.1,2490,473.1,3
500000252,17,9/9/2016,10,9/23/2015,100000005,N,I,I,500000252,HT-1041,,ARS,I,,EA,12/4/2015,583.1,490,93.1,1
500000253,23,9/10/2016,26,9/24/2015,100000006,C,P,D,500000253,HT-1073,,EUR,I,,EA,12/4/2015,85.68,72,13.68,3
500000253,23,9/10/2016,26,9/24/2015,100000006,C,P,D,500000253,HT-1080,,INR,I,,EA,12/4/2015,182.07,153,29.07,3
500000254,4,9/11/2016,27,9/25/2015,100000006,X,I,I,500000254,HT-1100,,USD,I,,EA,12/4/2015,213.96,179.8,34.16,2
500000254,4,9/11/2016,27,9/25/2015,100000006,X,I,I,500000254,HT-1101,,EUR,I,,EA,12/4/2015,95.08,79.9,15.18,1
500000255,29,9/12/2016,14,9/26/2015,100000008,C,P,D,500000255,HT-1500,,EUR,I,,EA,12/4/2015,5950,5000,950,1
500000255,29,9/12/2016,14,9/26/2015,100000008,C,P,D,500000255,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000256,25,9/13/2016,18,9/27/2015,100000003,N,I,I,500000256,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000256,25,9/13/2016,18,9/27/2015,100000003,N,I,I,500000256,HT-1106,,MXN,I,,EA,12/4/2015,40.46,34,6.46,1
500000257,30,9/14/2016,10,9/28/2015,100000004,P,I,D,500000257,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000257,30,9/14/2016,10,9/28/2015,100000004,P,I,D,500000257,HT-1031,,GBP,I,,EA,12/4/2015,1017.45,855,162.45,3
500000258,6,9/15/2016,5,9/29/2015,100000009,C,P,D,500000258,HT-1060,,EUR,I,,EA,12/4/2015,21.42,18,3.42,2
500000258,6,9/15/2016,5,9/29/2015,100000009,C,P,D,500000258,HT-1061,,EUR,I,,EA,12/4/2015,16.66,14,2.66,2
500000259,14,9/16/2016,15,9/30/2015,100000000,X,I,I,500000259,HT-1040,,EUR,I,,EA,12/4/2015,1975.4,1660,315.4,2
500000259,14,9/16/2016,15,9/30/2015,100000000,X,I,I,500000259,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000260,8,9/17/2016,27,10/1/2015,100000002,C,P,D,500000260,HT-1070,,ARS,I,,EA,12/4/2015,168.74,141.8,26.94,2
500000260,8,9/17/2016,27,10/1/2015,100000002,C,P,D,500000260,HT-1071,,ZAR,I,,EA,12/4/2015,194.45,163.4,31.05,2
500000261,22,9/18/2016,9,10/2/2015,100000004,C,P,D,500000261,HT-1104,,JPY,I,,EA,12/4/2015,65.45,55,10.45,1
500000261,22,9/18/2016,9,10/2/2015,100000004,C,P,D,500000261,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000262,4,9/19/2016,6,10/3/2015,100000005,X,I,I,500000262,HT-1000,,EUR,I,,EA,12/4/2015,2275.28,1912,363.28,2
500000262,4,9/19/2016,6,10/3/2015,100000005,X,I,I,500000262,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000263,25,9/20/2016,14,10/4/2015,100000006,X,I,I,500000263,HT-1022,,ARS,I,,EA,12/4/2015,243.95,205,38.95,1
500000263,25,9/20/2016,14,10/4/2015,100000006,X,I,I,500000263,HT-1023,,USD,I,,EA,12/4/2015,853.23,717,136.23,3
500000264,24,9/21/2016,6,10/5/2015,100000006,X,I,I,500000264,HT-1040,,EUR,I,,EA,12/4/2015,987.7,830,157.7,1
500000264,24,9/21/2016,6,10/5/2015,100000006,X,I,I,500000264,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000265,9,9/22/2016,31,10/6/2015,100000008,P,P,I,500000265,HT-1055,,EUR,I,,EA,12/4/2015,353.43,297,56.43,3
500000265,9,9/22/2016,31,10/6/2015,100000008,P,P,I,500000265,HT-1056,,JPY,I,,EA,12/4/2015,283.22,238,45.22,2
500000266,33,9/23/2016,6,10/7/2015,100000004,P,P,D,500000266,HT-1067,,EUR,I,,EA,12/4/2015,8.33,7,1.33,2
500000266,33,9/23/2016,6,10/7/2015,100000004,P,P,D,500000266,HT-1068,,USD,I,,EA,12/4/2015,4.17,3.5,0.67,1
500000267,20,9/24/2016,18,10/8/2015,100000005,P,P,I,500000267,HT-1100,,USD,I,,EA,12/4/2015,106.98,89.9,17.08,1
500000267,20,9/24/2016,18,10/8/2015,100000005,P,P,I,500000267,HT-1107,,ARS,I,,EA,12/4/2015,71.16,59.8,11.36,2
500000268,1,9/25/2016,19,10/9/2015,100000002,P,P,I,500000268,HT-1100,,USD,I,,EA,12/4/2015,320.94,269.7,51.24,3
500000268,1,9/25/2016,19,10/9/2015,100000002,P,P,I,500000268,HT-1101,,EUR,I,,EA,12/4/2015,285.24,239.7,45.54,3
500000269,17,9/26/2016,22,10/10/2015,100000009,X,I,I,500000269,HT-1070,,ARS,I,,EA,12/4/2015,253.11,212.7,40.41,3
500000269,17,9/26/2016,22,10/10/2015,100000009,X,I,I,500000269,HT-1071,,ZAR,I,,EA,12/4/2015,97.22,81.7,15.52,1
500000270,20,9/27/2016,32,10/11/2015,100000000,X,I,I,500000270,HT-1082,,ARS,I,,EA,12/4/2015,402.22,338,64.22,2
500000270,20,9/27/2016,32,10/11/2015,100000000,X,I,I,500000270,HT-1083,,CNY,I,,EA,12/4/2015,1237.6,1040,197.6,2
500000271,4,9/28/2016,17,10/12/2015,100000002,P,P,D,500000271,HT-1113,,EUR,I,,EA,12/4/2015,5.47,4.6,0.87,2
500000271,4,9/28/2016,17,10/12/2015,100000002,P,P,D,500000271,HT-1114,,USD,I,,EA,12/4/2015,82.11,69,13.11,1
500000272,21,9/29/2016,20,10/13/2015,100000006,C,P,D,500000272,HT-1102,,USD,I,,EA,12/4/2015,246.33,207,39.33,3
500000272,21,9/29/2016,20,10/13/2015,100000006,C,P,D,500000272,HT-1103,,EUR,I,,EA,12/4/2015,274.89,231,43.89,3
500000273,33,9/30/2016,18,10/14/2015,100000008,P,P,D,500000273,HT-1104,,JPY,I,,EA,12/4/2015,196.35,165,31.35,3
500000273,33,9/30/2016,18,10/14/2015,100000008,P,P,D,500000273,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000274,31,10/1/2016,20,10/15/2015,100000005,C,P,D,500000274,HT-1116,,MXN,I,,EA,12/4/2015,128.52,108,20.52,3
500000274,31,10/1/2016,20,10/15/2015,100000005,C,P,D,500000274,HT-1117,,EUR,I,,EA,12/4/2015,135.66,114,21.66,3
500000275,14,10/2/2016,26,10/16/2015,100000003,N,I,I,500000275,HT-1000,,EUR,I,,EA,12/4/2015,1137.64,956,181.64,1
500000275,14,10/2/2016,26,10/16/2015,100000003,N,I,I,500000275,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000276,10,10/3/2016,15,10/17/2015,100000003,C,P,D,500000276,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000276,10,10/3/2016,15,10/17/2015,100000003,C,P,D,500000276,HT-1031,,GBP,I,,EA,12/4/2015,339.15,285,54.15,1
500000277,9,10/4/2016,21,10/18/2015,100000003,P,I,I,500000277,HT-1040,,EUR,I,,EA,12/4/2015,2963.1,2490,473.1,3
500000277,9,10/4/2016,21,10/18/2015,100000003,P,I,I,500000277,HT-1041,,ARS,I,,EA,12/4/2015,583.1,490,93.1,1
500000278,27,10/5/2016,26,10/19/2015,100000008,P,P,D,500000278,HT-1073,,EUR,I,,EA,12/4/2015,85.68,72,13.68,3
500000278,27,10/5/2016,26,10/19/2015,100000008,P,P,D,500000278,HT-1080,,INR,I,,EA,12/4/2015,182.07,153,29.07,3
500000279,28,10/6/2016,16,10/20/2015,100000004,P,P,I,500000279,HT-1100,,USD,I,,EA,12/4/2015,213.96,179.8,34.16,2
500000279,28,10/6/2016,16,10/20/2015,100000004,P,P,I,500000279,HT-1101,,EUR,I,,EA,12/4/2015,95.08,79.9,15.18,1
500000280,2,10/7/2016,19,10/21/2015,100000006,P,I,I,500000280,HT-1500,,EUR,I,,EA,12/4/2015,5950,5000,950,1
500000280,2,10/7/2016,19,10/21/2015,100000006,P,I,I,500000280,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000281,16,10/8/2016,6,10/22/2015,100000004,C,P,D,500000281,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
